qID,dataset,video,_video_key,_source,timestamp_start,question,answer,answer_format,_subtmpl,_bin,fold
lapchole__4124372,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:42,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,2.0
lapchole__4124595,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:16:51,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,2.0
lapchole__4125314,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:43,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,2.0
lapchole__4125335,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:22,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,2.0
lapchole__4125300,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:29,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,2.0
lapchole__4125311,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:07:40,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,2.0
lapchole__4125402,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:13:30,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,2.0
lapchole__4124009,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:02,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,2.0
lapchole__4124072,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:13:06,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,2.0
lapchole__4124046,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:39,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,2.0
lapchole__4124047,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:40,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,2.0
lapchole__4124041,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:34,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,2.0
lapchole__4124414,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:42,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,2.0
lapchole__4124591,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:16:47,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,2.0
lapchole__4125317,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:04,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,2.0
lapchole__4125439,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:14:10,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,2.0
lapchole__4125369,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:56,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,2.0
lapchole__4125340,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:27,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,2.0
lapchole__4125346,lapchole,0114 - Laparoscopic Cholecystectomy.mp4,lapchole/0114 - Laparoscopic Cholecystectomy.mp4,train_92,00:12:33,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,2.0
lapchole__4174043,lapchole,0115 - Laparoscopic Cholecystectomy.mp4,lapchole/0115 - Laparoscopic Cholecystectomy.mp4,train_92,00:43:29,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,3.0
lapchole__4174193,lapchole,0115 - Laparoscopic Cholecystectomy.mp4,lapchole/0115 - Laparoscopic Cholecystectomy.mp4,train_92,00:47:30,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,3.0
lapchole__4174316,lapchole,0115 - Laparoscopic Cholecystectomy.mp4,lapchole/0115 - Laparoscopic Cholecystectomy.mp4,train_92,00:49:47,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,3.0
lapchole__4174350,lapchole,0115 - Laparoscopic Cholecystectomy.mp4,lapchole/0115 - Laparoscopic Cholecystectomy.mp4,train_92,00:50:21,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,3.0
lapchole__4174462,lapchole,0115 - Laparoscopic Cholecystectomy.mp4,lapchole/0115 - Laparoscopic Cholecystectomy.mp4,train_92,00:52:13,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,3.0
lapchole__4174418,lapchole,0115 - Laparoscopic Cholecystectomy.mp4,lapchole/0115 - Laparoscopic Cholecystectomy.mp4,train_92,00:51:29,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,6,3.0
lapchole__4174516,lapchole,0115 - Laparoscopic Cholecystectomy.mp4,lapchole/0115 - Laparoscopic Cholecystectomy.mp4,train_92,00:43:02,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,3.0
lapchole__4174714,lapchole,0115 - Laparoscopic Cholecystectomy.mp4,lapchole/0115 - Laparoscopic Cholecystectomy.mp4,train_92,01:05:08,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,3.0
lapchole__4174749,lapchole,0115 - Laparoscopic Cholecystectomy.mp4,lapchole/0115 - Laparoscopic Cholecystectomy.mp4,train_92,01:05:11,How many different foreign object classes appear in this frame? Please provide a number.,3,number,n_classes,3,3.0
lapchole__4175836,lapchole,0115 - Laparoscopic Cholecystectomy.mp4,lapchole/0115 - Laparoscopic Cholecystectomy.mp4,train_92,00:43:22,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,3.0
lapchole__4175904,lapchole,0115 - Laparoscopic Cholecystectomy.mp4,lapchole/0115 - Laparoscopic Cholecystectomy.mp4,train_92,00:45:59,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,3.0
lapchole__4176203,lapchole,0115 - Laparoscopic Cholecystectomy.mp4,lapchole/0115 - Laparoscopic Cholecystectomy.mp4,train_92,00:51:14,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,3.0
lapchole__4176020,lapchole,0115 - Laparoscopic Cholecystectomy.mp4,lapchole/0115 - Laparoscopic Cholecystectomy.mp4,train_92,00:52:39,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,3.0
lapchole__4176249,lapchole,0115 - Laparoscopic Cholecystectomy.mp4,lapchole/0115 - Laparoscopic Cholecystectomy.mp4,train_92,00:52:00,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,3.0
lapchole__4176275,lapchole,0115 - Laparoscopic Cholecystectomy.mp4,lapchole/0115 - Laparoscopic Cholecystectomy.mp4,train_92,00:52:26,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,6,3.0
lapchole__4247283,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:29:33,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,2.0
lapchole__4247636,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:35:26,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,2.0
lapchole__4247517,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:38:33,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,2.0
lapchole__4247463,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:38:57,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,2.0
lapchole__4247729,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:39:33,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,2.0
lapchole__4247302,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:41:07,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,6,2.0
lapchole__4247731,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:41:48,How many different foreign object instances appear in this frame? Please provide a number.,7,number,n_instances_total,7,2.0
lapchole__4247818,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:30:08,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,2.0
lapchole__4248135,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:35:25,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,2.0
lapchole__4247990,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:56:48,How many different foreign object classes appear in this frame? Please provide a number.,3,number,n_classes,3,2.0
lapchole__4249045,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:30:33,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,2.0
lapchole__4249769,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:41:22,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,2.0
lapchole__4249667,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:39:38,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,2.0
lapchole__4249852,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:42:45,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,2.0
lapchole__4249705,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:40:18,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,2.0
lapchole__4249822,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:42:15,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,6,2.0
lapchole__4247380,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:31:10,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,2.0
lapchole__4247301,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:37:47,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,2.0
lapchole__4247456,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:43:45,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,2.0
lapchole__4247699,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:43:10,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,2.0
lapchole__4247468,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:44:14,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,2.0
lapchole__4247534,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:43:27,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,6,2.0
lapchole__4247629,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:41:46,How many different foreign object instances appear in this frame? Please provide a number.,7,number,n_instances_total,7,2.0
lapchole__4248088,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:34:38,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,2.0
lapchole__4247860,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:41:20,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,2.0
lapchole__4249081,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:31:09,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,2.0
lapchole__4249877,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:43:11,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,2.0
lapchole__4249903,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:43:42,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,2.0
lapchole__4249889,lapchole,0128 - Laparoscopic Cholecystectomy.mp4,lapchole/0128 - Laparoscopic Cholecystectomy.mp4,train_92,00:43:28,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,2.0
