qID,dataset,video,_video_key,timestamp_start,question,answer,answer_format,_subtmpl,_nclasses
heico__2525204,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:20,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0
heico__2528939,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:58:32,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0
heico__2683729,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:24:57,How many External drains appear in this frame? Please provide a number.,1,number,n_instances_per_class,
lapchole__1291676,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:59:28,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen bag",fo_class,,2.0
lapchole__1291610,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:57:10,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen",fo_class,,2.0
lapchole__1291672,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:58:38,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen, Specimen bag",fo_class,,3.0
lapchole__1297924,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:28:15,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0
lapchole__1298346,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:59:49,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,fo_class,,1.0
lapchole__1299668,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:29:47,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0
lapchole__1299699,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:57:13,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Specimen",fo_class,,2.0
lapchole__1299829,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:58:41,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Specimen, Specimen bag",fo_class,,3.0
lapchole__1299973,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:59:38,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag,fo_class,,1.0
lapchole__1321589,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:28:50,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Clip,fo_class,,1.0
lapchole__1321562,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:57:10,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Specimen,fo_class,,1.0
lapchole__5023798,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:58:37,Which foreign object class is partially occluded by an instrument in this frame? Please provide the class name(s) or answer 'none'.,specimen.,open_ended,,
lapchole__5023804,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:59:41,There is one specimen bag visible in this frame. Is this foreign object currently grasped by an instrument? Please answer with 'yes' or 'no'.,yes.,open_ended,,
lapchole__5023796,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:58:37,Which foreign object class is partially occluded by an anatomical structure in this frame? Please provide the class name(s) or answer 'none'.,clip.,open_ended,,
lapchole__1316103,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:29:04,"At timepoint 00:29:04 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:29:04. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Clip: bottom/right 2. Clip: bottom/right,open_ended,,
lapchole__1330240,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:56:43,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0
lapchole__1330242,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:59:28,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Specimen bag,fo_class,,1.0
lapchole__1330241,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:57:45,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Specimen,fo_class,,1.0
lapchole__1334998,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:58:32,Where is the center of the Specimen located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,bottom/left,multiple_choice,,
lapchole__1334974,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:56:59,Where is the center of the Specimen located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/right,multiple_choice,,
lapchole__5024534,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:28:07,"On which anatomic structure is the clip being placed in this frame 00:28:07? Please provide a single anatomical structure name (e.g., vessel, duct, or organ) without additional location descriptors.",Cystic artery.,open_ended,,
lapchole__1303303,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:28:17,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,
lapchole__1303367,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:29:25,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,
lapchole__1303412,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:30:24,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,
lapchole__1303568,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:33:02,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,
lapchole__1303738,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:36:17,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,
lapchole__1303690,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:35:29,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,
lapchole__1303746,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:49:39,How many different foreign object instances appear in this frame? Please provide a number.,7,number,n_instances_total,
lapchole__1304082,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:33:16,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,
lapchole__1303999,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:57:27,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,
lapchole__1304247,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:58:41,How many different foreign object classes appear in this frame? Please provide a number.,3,number,n_classes,
lapchole__1304850,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:28:55,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,
lapchole__1304890,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:29:36,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,
lapchole__1305068,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:32:50,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,
lapchole__1305054,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:32:34,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,
lapchole__1305123,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:34:07,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,
lapchole__1305187,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:35:14,How many Clips appear in this frame? Please provide a number.,6,number,n_instances_per_class,
lapchole__1304891,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:49:44,How many Clips appear in this frame? Please provide a number.,7,number,n_instances_per_class,
lapchole__1308498,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:29:21,Do Clips and Specimen bags co-occur in this frame? Please answer with yes or no.,no,binary,,
lapchole__1308770,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:57:18,Do Clips and Specimens co-occur in this frame? Please answer with yes or no.,yes,binary,,
lapchole__1317547,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:57:28,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no,binary,,
lapchole__1317357,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:29:51,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,binary,,
lapchole__1291665,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:58:31,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen",fo_class,,2.0
lapchole__1291674,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:58:40,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Specimen, Specimen bag",fo_class,,3.0
lapchole__1297975,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:34:55,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0
lapchole__1298339,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:59:42,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Specimen bag,fo_class,,1.0
lapchole__1299918,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:34:32,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0
lapchole__1299888,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:57:45,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Specimen",fo_class,,2.0
lapchole__1299657,lapchole,0032 - Laparoscopic Cholecystectomy.mp4,lapchole/0032 - Laparoscopic Cholecystectomy.mp4,00:59:32,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Specimen bag,fo_class,,1.0
